timestamp,symbol,action,confidence,buy_prob,sell_prob,hold_prob
2025-09-01 05:26:19.090000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:26:19.477000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:26:19.871000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:27:20.241000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:27:20.619000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:27:21.011000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:27:21.402000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:28:21.778000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:28:22.153000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:28:22.541000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:28:22.934000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:29:23.295000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:29:23.701000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:29:24.091000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:29:24.478000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:30:24.840000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:30:25.230000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:30:25.619000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:30:25.997000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:31:26.372000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:31:26.765000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:31:27.138000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:31:27.525000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:32:27.889000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:32:28.279000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:32:28.688000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:32:29.074000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:33:29.446000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:33:29.827000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:33:30.217000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:33:30.604000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:34:30.980000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:34:31.355000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:34:31.752000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:34:32.139000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:35:32.527000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:35:32.920000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:35:33.295000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:35:33.703000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:36:34.062000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:36:34.458000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:36:34.843000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:36:35.230000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:37:35.606000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:37:35.999000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:37:36.390000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:37:36.765000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:38:37.140000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:38:37.528000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:38:37.906000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:38:38.296000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:39:38.690000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:39:39.077000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:39:39.460000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:39:39.845000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:40:40.205000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:40:40.600000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:40:40.985000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:40:41.375000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:41:41.759000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:41:42.141000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:41:42.528000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:41:42.906000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:42:43.280000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:42:43.673000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:42:44.063000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:42:44.456000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:43:44.813000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:43:45.204000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:43:45.593000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:43:45.985000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:44:46.354000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:44:46.745000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:44:47.126000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:44:47.512000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:45:47.877000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:45:48.268000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:45:48.674000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:45:49.064000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:46:49.434000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:46:49.815000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:46:50.195000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:46:50.591000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:47:50.955000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:47:51.345000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:47:51.741000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:47:52.127000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:48:52.499000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:48:52.892000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:48:53.267000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:48:53.676000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:49:54.033000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:49:54.432000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:49:54.814000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:49:55.204000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:50:55.563000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:50:55.955000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:50:56.345000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:50:56.733000,DOGEUSDT,HOLD,0.975,0.013,0.011,0.975
2025-09-01 05:51:57.106000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:51:57.484000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:51:57.878000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:51:58.253000,DOGEUSDT,HOLD,0.975,0.013,0.011,0.975
2025-09-01 05:52:58.646000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:52:59.033000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:52:59.424000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:52:59.799000,DOGEUSDT,HOLD,0.974,0.008,0.019,0.974
2025-09-01 05:54:00.161000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:54:00.548000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:54:00.947000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:54:01.331000,DOGEUSDT,HOLD,0.974,0.008,0.019,0.974
2025-09-01 05:55:01.704000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 05:55:02.111000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 05:55:02.485000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:55:02.877000,DOGEUSDT,HOLD,0.974,0.008,0.019,0.974
2025-09-01 05:56:03.234000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 05:56:03.645000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 05:56:04.035000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:56:04.410000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:57:04.784000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:57:05.180000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:57:05.563000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 05:57:05.949000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 05:58:06.317000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:58:06.703000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:58:07.083000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 05:58:07.469000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 05:59:07.853000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 05:59:08.235000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 05:59:08.632000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 05:59:09.020000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:00:09.379000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:00:09.772000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:00:10.146000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:00:10.533000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:01:10.943000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:01:11.318000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:01:11.705000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:01:12.098000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:02:12.470000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:02:12.865000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:02:13.250000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:02:13.647000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:03:14.021000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:03:14.411000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:03:14.802000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:03:15.177000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:04:15.550000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:04:15.944000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:04:16.319000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:04:16.706000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:05:17.069000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:05:17.467000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:05:17.850000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:05:18.240000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:06:18.638000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:06:19.021000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:06:19.412000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:06:19.787000,DOGEUSDT,HOLD,0.973,0.008,0.019,0.973
2025-09-01 06:07:20.152000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:07:20.534000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:07:20.930000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:07:21.320000,DOGEUSDT,HOLD,0.973,0.008,0.019,0.973
2025-09-01 06:08:21.691000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:08:22.069000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:08:22.464000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:08:22.851000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:09:23.212000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:09:23.618000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:09:24.007000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:09:24.397000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:10:24.772000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:10:25.147000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:10:25.536000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:10:25.928000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:11:26.290000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:11:26.676000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:11:27.055000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:11:27.455000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:12:27.821000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:12:28.211000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:12:28.617000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:12:28.992000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:13:29.371000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:13:29.760000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:13:30.134000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:13:30.521000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:14:30.898000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:14:31.289000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:14:31.662000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:14:32.054000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:15:32.416000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:15:32.806000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:15:33.181000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:15:33.588000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:16:33.977000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:16:34.366000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:16:34.756000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:16:35.139000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:17:35.506000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:17:35.883000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:17:36.274000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:17:36.662000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:18:37.025000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:18:37.415000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:18:37.807000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:18:38.182000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:19:38.574000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:19:38.963000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:19:39.352000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:19:39.742000,DOGEUSDT,HOLD,0.975,0.007,0.018,0.975
2025-09-01 06:20:40.109000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:20:40.507000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:20:40.900000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:20:41.275000,DOGEUSDT,HOLD,0.975,0.007,0.018,0.975
2025-09-01 06:21:41.648000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:21:42.025000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:21:42.416000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:21:42.793000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:22:43.167000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:22:43.575000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:22:43.948000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:22:44.337000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:23:44.711000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:23:45.103000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:23:45.492000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:23:45.885000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:24:46.246000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:24:46.633000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:24:47.026000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:24:47.401000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:25:47.777000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:25:48.167000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:25:48.561000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:25:48.964000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:26:49.325000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:26:49.712000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:26:50.109000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:26:50.493000,DOGEUSDT,HOLD,0.975,0.013,0.011,0.975
2025-09-01 06:27:50.912000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:27:51.287000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:27:51.680000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:27:52.059000,DOGEUSDT,HOLD,0.975,0.013,0.011,0.975
2025-09-01 06:28:52.435000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:28:52.810000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:28:53.200000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:28:53.592000,DOGEUSDT,HOLD,0.975,0.013,0.011,0.975
2025-09-01 06:29:53.981000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:29:54.356000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:29:54.755000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:29:55.132000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:30:55.493000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:30:55.888000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:30:56.263000,SOLUSDT,HOLD,0.925,0.02,0.055,0.925
2025-09-01 06:30:56.651000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:31:57.029000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:31:57.404000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:31:57.794000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:31:58.169000,DOGEUSDT,HOLD,0.974,0.007,0.018,0.974
2025-09-01 06:32:58.562000,BTCUSDT,HOLD,0.854,0.089,0.057,0.854
2025-09-01 06:32:58.949000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:32:59.340000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:32:59.728000,DOGEUSDT,HOLD,0.974,0.007,0.018,0.974
2025-09-01 06:34:00.081000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:34:00.478000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:34:00.856000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:34:01.247000,DOGEUSDT,HOLD,0.974,0.007,0.018,0.974
2025-09-01 06:35:01.632000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:35:02.013000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:35:02.403000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:35:02.778000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:36:03.139000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:36:03.549000,ETHUSDT,HOLD,0.955,0.024,0.02,0.955
2025-09-01 06:36:03.920000,SOLUSDT,HOLD,0.921,0.045,0.035,0.921
2025-09-01 06:36:04.311000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:37:04.682000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:37:05.066000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:37:05.465000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:37:05.967000,DOGEUSDT,HOLD,0.974,0.007,0.019,0.974
2025-09-01 06:38:06.326000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:38:06.728000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:38:07.109000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:38:07.496000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:39:07.874000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:39:08.265000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:39:08.657000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:39:09.046000,DOGEUSDT,HOLD,0.976,0.013,0.011,0.976
2025-09-01 06:40:09.406000,BTCUSDT,HOLD,0.787,0.064,0.149,0.787
2025-09-01 06:40:09.797000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:40:10.172000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:40:10.573000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:41:10.951000,BTCUSDT,HOLD,0.863,0.087,0.05,0.863
2025-09-01 06:41:11.326000,ETHUSDT,HOLD,0.896,0.027,0.077,0.896
2025-09-01 06:41:11.715000,SOLUSDT,HOLD,0.933,0.018,0.048,0.933
2025-09-01 06:41:12.108000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:42:12.481000,BTCUSDT,HOLD,0.863,0.087,0.05,0.863
2025-09-01 06:42:12.859000,ETHUSDT,HOLD,0.961,0.02,0.019,0.961
2025-09-01 06:42:13.249000,SOLUSDT,HOLD,0.932,0.018,0.049,0.932
2025-09-01 06:42:13.642000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:43:14.014000,BTCUSDT,HOLD,0.863,0.087,0.05,0.863
2025-09-01 06:43:14.405000,ETHUSDT,HOLD,0.961,0.02,0.019,0.961
2025-09-01 06:43:14.790000,SOLUSDT,HOLD,0.932,0.018,0.049,0.932
2025-09-01 06:43:15.173000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:44:15.544000,BTCUSDT,HOLD,0.864,0.063,0.073,0.864
2025-09-01 06:44:15.922000,ETHUSDT,HOLD,0.906,0.027,0.068,0.906
2025-09-01 06:44:16.312000,SOLUSDT,HOLD,0.932,0.018,0.049,0.932
2025-09-01 06:44:16.703000,DOGEUSDT,HOLD,0.981,0.009,0.01,0.981
2025-09-01 06:45:17.064000,BTCUSDT,HOLD,0.864,0.063,0.073,0.864
